Item Code,Product,Variant,Unit,Unit,Rate,Product Category
.15.07.03.1,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,11439.2407182731,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.03.2,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,11208.5986815172,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.03.3,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,10775.311544284,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.03.4,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,11969.2887477087,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.08.01,"Supplying, fitting and fixing of aluminium fixed composite window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32 mm, 0.695 kg/m), 1.2 mm thick outer top (size 75.50mm, 26.80 mm, 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.25 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm, 0.422 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm 0.665 kg/m) 1.2 mm thick bottom cover (size 37.78 mm, 31.78 mm, 0.313 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,3491.53706477563,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.08.02,"Supplying, fitting and fixing of aluminium fixed composite window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32 mm, 0.695 kg/m), 1.2 mm thick outer top (size 75.50mm, 26.80 mm, 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.25 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm, 0.422 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm 0.665 kg/m) 1.2 mm thick bottom cover (size 37.78 mm, 31.78 mm, 0.313 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,3429.40492426179,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.08.03,"Supplying, fitting and fixing of aluminium fixed composite window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32 mm, 0.695 kg/m), 1.2 mm thick outer top (size 75.50mm, 26.80 mm, 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.25 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm, 0.422 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm 0.665 kg/m) 1.2 mm thick bottom cover (size 37.78 mm, 31.78 mm, 0.313 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,3361.90682615813,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.08.04,"Supplying, fitting and fixing of aluminium fixed composite window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32 mm, 0.695 kg/m), 1.2 mm thick outer top (size 75.50mm, 26.80 mm, 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.25 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm, 0.422 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm 0.665 kg/m) 1.2 mm thick bottom cover (size 37.78 mm, 31.78 mm, 0.313 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,3570.33191569999,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.09.01,"Supplying, fitting and fixing of Aluminium top hung/casement windows as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick casement outer (size 38.86 mm, 36.36 mm, 0.395kg/m), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm, 0.692 kg/m), and 1.245 mm thick shutter glass clip (size 15.87 mm, 27 mm, 0.188 kg/m) sections of all aluminium members will (total weight 7.584 kg) be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories 4-bar hinge, casement handle, bolts and nuts keeping provision for fitting 5 mm thick glass including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,10939.210372352,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.09.02,"Supplying, fitting and fixing of Aluminium top hung/casement windows as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick casement outer (size 38.86 mm, 36.36 mm, 0.395kg/m), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm, 0.692 kg/m), and 1.245 mm thick shutter glass clip (size 15.87 mm, 27 mm, 0.188 kg/m) sections of all aluminium members will (total weight 7.584 kg) be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories 4-bar hinge, casement handle, bolts and nuts keeping provision for fitting 5 mm thick glass including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to bronze colour,Per Sqm,Per Sqm,10822.7910585609,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.09.03,"Supplying, fitting and fixing of Aluminium top hung/casement windows as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick casement outer (size 38.86 mm, 36.36 mm, 0.395kg/m), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm, 0.692 kg/m), and 1.245 mm thick shutter glass clip (size 15.87 mm, 27 mm, 0.188 kg/m) sections of all aluminium members will (total weight 7.584 kg) be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories 4-bar hinge, casement handle, bolts and nuts keeping provision for fitting 5 mm thick glass including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to silver colour,Per Sqm,Per Sqm,10715.1581080748,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.09.04,"Supplying, fitting and fixing of Aluminium top hung/casement windows as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick casement outer (size 38.86 mm, 36.36 mm, 0.395kg/m), 1.9 mm thick casement shutter (size 47.62 mm, 28.57 mm, 0.692 kg/m), and 1.245 mm thick shutter glass clip (size 15.87 mm, 27 mm, 0.188 kg/m) sections of all aluminium members will (total weight 7.584 kg) be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories 4-bar hinge, casement handle, bolts and nuts keeping provision for fitting 5 mm thick glass including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Powder coated to any colour,Per Sqm,Per Sqm,11163.2626366291,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.01.1,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,5757.73854948232,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.01.2,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Anodized to bronze colour,Per Sqm,Per Sqm,5346.53674680894,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.01.3,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Anodized to silver colour,Per Sqm,Per Sqm,5511.09277956376,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.01.4,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Powder coated to any colour,Per Sqm,Per Sqm,5886.89809006562,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.02.1,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,7497.31152418808,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.02.2,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Anodized to bronze colour,Per Sqm,Per Sqm,7328.61334873234,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.02.3,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Anodized to silver colour,Per Sqm,Per Sqm,7152.0074463021,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.10.02.4,"Supplying fitting and fixing of aluminium corrugated curtain wall as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick bottom cover (size 37.78 mm 31.78 mm, 0.313 kg/m), 1.2 mm thick grouve cover (size 76.20 m 38.10 mm, 0.912 kg/m), 1.2 mm thick grouve cover (size 57.15 mm, 15.80 mm 0.45 kg/m), 1.2mm thick top and side (size 76.2 mm, 57.15 mm, 0.153 kg/m) and 1.8 mm thick spandrel (7.14 mm, 0.70 kg/m) sections of all aluminium members will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg square cm etc. including all accessories like rivet, screws fixed neoprene etc. complete in all respect as per drawing and accepted by the Engineer-in-charge. (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit).",Powder coated to any colour,Per Sqm,Per Sqm,7644.92242771186,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.11.01,"Supplying fitting and fixing of Aluminium fixed fan light as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification mm, 0.313 kg/m) 1.2 mm thick bottom cover (size 76.2 mm, 38.10 mm, 0.76 kg/m) and 2.5 mm thick grouve cover section (size 57.15mm, 15.80 mm, 0.425 kg/m) and 1.2 thick top and side section (76.20 mm, 16 mm, 38.10 mm, 0.961 kg/m) fixed with above mentioned frames and all aluminium members (Total weight 5.365kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nut and bolt etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit)",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,4697.9505838699,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.11.02,"Supplying fitting and fixing of Aluminium fixed fan light as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification mm, 0.313 kg/m) 1.2 mm thick bottom cover (size 76.2 mm, 38.10 mm, 0.76 kg/m) and 2.5 mm thick grouve cover section (size 57.15mm, 15.80 mm, 0.425 kg/m) and 1.2 thick top and side section (76.20 mm, 16 mm, 38.10 mm, 0.961 kg/m) fixed with above mentioned frames and all aluminium members (Total weight 5.365kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nut and bolt etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit)",Anodized to bronze colour,Per Sqm,Per Sqm,4630.58846519833,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.11.03,"Supplying fitting and fixing of Aluminium fixed fan light as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification mm, 0.313 kg/m) 1.2 mm thick bottom cover (size 76.2 mm, 38.10 mm, 0.76 kg/m) and 2.5 mm thick grouve cover section (size 57.15mm, 15.80 mm, 0.425 kg/m) and 1.2 thick top and side section (76.20 mm, 16 mm, 38.10 mm, 0.961 kg/m) fixed with above mentioned frames and all aluminium members (Total weight 5.365kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nut and bolt etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit)",Anodized to silver colour,Per Sqm,Per Sqm,4560.59043753527,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.11.04,"Supplying fitting and fixing of Aluminium fixed fan light as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification mm, 0.313 kg/m) 1.2 mm thick bottom cover (size 76.2 mm, 38.10 mm, 0.76 kg/m) and 2.5 mm thick grouve cover section (size 57.15mm, 15.80 mm, 0.425 kg/m) and 1.2 thick top and side section (76.20 mm, 16 mm, 38.10 mm, 0.961 kg/m) fixed with above mentioned frames and all aluminium members (Total weight 5.365kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nut and bolt etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit)",Powder coated to any colour,Per Sqm,Per Sqm,4795.47921655525,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.12.01,"Supplying fitting and fixing of Aluminium fixed louver as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick wall frame (size 76.20 mm, 38.10 mm, 0.707 kg/m), 5 mm thick louver section (size 55.02 mm, 37.39 mm, 0.22kg/m) and 2.50 mm thick louver outer section (size 39.67 mm, 15.06 mm, 0.265 kg/m) and inner inclined aluminium louver section fixed with above mentioned frame and all aluminium members (total weight 7.992 kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nuts and bolts etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,7380.45470172111,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.12.02,"Supplying fitting and fixing of Aluminium fixed louver as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick wall frame (size 76.20 mm, 38.10 mm, 0.707 kg/m), 5 mm thick louver section (size 55.02 mm, 37.39 mm, 0.22kg/m) and 2.50 mm thick louver outer section (size 39.67 mm, 15.06 mm, 0.265 kg/m) and inner inclined aluminium louver section fixed with above mentioned frame and all aluminium members (total weight 7.992 kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nuts and bolts etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to bronze colour,Per Sqm,Per Sqm,7206.92402644762,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.12.03,"Supplying fitting and fixing of Aluminium fixed louver as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick wall frame (size 76.20 mm, 38.10 mm, 0.707 kg/m), 5 mm thick louver section (size 55.02 mm, 37.39 mm, 0.22kg/m) and 2.50 mm thick louver outer section (size 39.67 mm, 15.06 mm, 0.265 kg/m) and inner inclined aluminium louver section fixed with above mentioned frame and all aluminium members (total weight 7.992 kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nuts and bolts etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to silver colour,Per Sqm,Per Sqm,7163.72440686477,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.12.04,"Supplying fitting and fixing of Aluminium fixed louver as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick wall frame (size 76.20 mm, 38.10 mm, 0.707 kg/m), 5 mm thick louver section (size 55.02 mm, 37.39 mm, 0.22kg/m) and 2.50 mm thick louver outer section (size 39.67 mm, 15.06 mm, 0.265 kg/m) and inner inclined aluminium louver section fixed with above mentioned frame and all aluminium members (total weight 7.992 kg) will be anodized to aluminium bronze/silver colour with a coat not less than 15 micron in thickness and density of 4 mg per square cm etc. including all accessories, neoprene, sealant, nuts and bolts etc. complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Powder coated to any colour,Per Sqm,Per Sqm,7826.36263944919,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.13.01,"Supplying, fitting, fixing of Aluminium sliding fly proof Netting shutter as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2mm thick 38mm x 18mm aluminium outer frame, 1.2mm thick 38mm x 12mmmosquito net shutter frame (mesh section).All aluminium members (total weight 12.79 kg) will be anodized to aluminium SS/ bronze/silver colour with a coat not less than 15 micron in thickness  and density of 4 mg per square cm etc. including all accessories like wheel, sealent, rubber, bolts and nuts keeping provision for fitting fiber mesh  including labour charge for fitting of accessories, making grooves and mending good damages, carriage, and electricity  complete in all respect as per drawing and accepted by the Engineer-in-charge.  (This item includes materials cost, labour charge, carrying charge with VAT, Income Tax & Profit). ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,3470.36121095412,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
